2a.3,2b.J8,2b.4,2b.5,2k,2r,Con1,3a,4a,5a,H77,1b.J4,2a.Jc1
800,91.1759291582897,82.5612901862041,94.1433953440951,88.965032228498,92.931530572781,69.1919290059987,81.0785193291478,91.0474776661362,59.7450735435558,47.7212335625617,61.020801564154,69.5353797921753,79.8236483156769
802,68.2570391796862,59.343900200335,73.5626120080804,66.5872933047368,69.6573081948516,57.3482269205228,57.6941128379887,71.9655233642026,37.8466801019116,28.5377319932375,40.7930927772585,49.4922767183379,81.6842355879058
803,58.6181732483448,48.3606797890742,70.6091097352046,59.2709130686142,57.6458609020586,39.9845538731631,44.1526911936242,50.9249524646475,18.396652670668,7.83542849943674,19.8417197895233,28.5326258495818,73.9962656424249
804,65.453347160578,55.337126488908,76.1950961216547,65.6999066714128,64.8098141873407,40.7544237770377,51.4269003550755,56.350717558301,25.6577797213042,12.7276991947684,26.0109448563568,34.5281116769277,70.2117919322831
805,61.9529210484399,51.3628958113287,78.5690876006737,64.6031083515896,58.6920442414567,24.8061804943463,44.8897635058422,35.9273072085115,16.2398365082543,9.13883397266848,9.76269565890152,15.8466720667681,65.550481414877
806,82.2428407155114,72.4987098523472,90.2260624053549,81.6363436305995,82.324835834229,49.1027628197708,69.2452105739978,72.0604097366242,43.9371278527669,30.0572923490112,43.3939377707976,51.489920834752,65.2284164265889
807,76.0229455713485,66.2168864559761,84.5868520057295,75.5696254593556,76.003815991009,46.517670476574,62.8971171798505,67.0731050509616,37.7684581511134,24.2713201924044,37.6694756197896,45.958681268727,67.4443870010418
808,69.3444222781361,60.744857717901,73.4637234844736,67.2955040493189,71.1392731187781,60.9055975297759,59.5390697650801,75.3506391815329,40.8600628699114,32.0396824017748,44.1248826061158,52.816947635581,84.3808145562565
809,81.6938812127427,73.7711315304991,82.7827313590772,78.8246734918953,84.2440064193706,72.1965369902995,73.2907815958771,89.4813327075139,55.4576381460328,45.8469738105215,58.4050879452787,67.1041692463112,89.03110562796
810,57.4991378274961,47.2023176848858,69.8152206711091,58.2679343891161,56.4204919666786,39.7150871288039,42.8886237542863,49.7847339731272,17.0098194905431,7.14186197688253,18.6260304750031,27.3248310632613,74.5197565000612
811,81.5251508284716,72.1319644139406,87.9528294701476,80.3727057095836,82.2097725569801,54.5520822200874,69.5347976063734,75.9456023570562,45.8455367937469,32.9333240500552,46.3216353783943,54.7060331877587,70.8519485338508
812,79.7049030866388,69.7272438204423,88.9917583869681,79.5451674870606,79.3244490083292,44.0055452334976,66.0006682487117,66.9017362114537,39.765205190983,25.4505639298993,38.657287044661,46.5914432484716,62.7109260391597
813,81.7359903199096,71.7161394502037,91.1753306545958,81.6480157189849,81.2562666179801,43.6032213940768,67.8755074996423,67.5625706667663,41.3257109221792,26.802547676189,39.8614868926245,47.6305226387433,60.8184519455223
814,61.4910357860879,50.8937883682737,77.8871736324079,64.0382963792956,58.353137091238,25.7407119751147,44.5267659014187,36.7161116710892,15.7391780820062,8.10430824396579,9.71298471431651,16.284265992098,66.0960353994262
815,87.1491649716686,77.7262851674707,93.4587872374339,86.0017683454546,87.7763391316701,56.2194886067326,75.0265072108645,79.6439709352723,50.7856988103944,37.3318751457562,50.718784907052,58.9226304433716,68.520790998033
816,78.9546471092589,68.6489173473582,90.3204230640016,79.5646386480472,77.7387577576454,35.9837658729116,64.0721326001646,60.1951292016036,36.2713085495578,21.3057348053068,33.6565791356048,40.9598897271832,57.2841140512258
817,77.6776391997686,67.981525107279,85.6356337483367,77.0232622862039,77.8593357663052,48.7169652120963,64.8661220804875,69.626020929005,40.1277325666828,26.7839822196237,40.1837997534418,48.4956334997052,68.1583578465097
818,86.6191402222816,77.8181705523884,90.4693640944237,84.6547119073787,88.141997124859,64.6463271606538,76.1101827624986,85.8088403250338,54.4316081019196,42.4166418354467,55.7018656942269,64.2283014161501,77.7849151920147
819,52.5319317807036,41.9302138197613,68.5935048418939,54.8414075364019,49.8307839239152,34.4276439309667,35.958770636469,37.8638370969032,7.00595208390149,8.32287376010244,6.58492508986493,15.220707113238,75.3078138283585
820,93.0578471320556,83.8387711676368,98.2729204859186,91.5861007239362,93.9916274928783,62.0639623422312,81.4338928878559,86.4389636449346,57.645932799178,44.2598411936446,57.6459354688835,65.8356056895236,70.4458388690621
821,84.0065321865609,73.548376745243,96.516083293507,85.0937051723172,82.2170825862158,31.4440286624261,68.4020189974083,59.2451830037847,39.7962301685124,24.9771119415426,35.7298639694594,42.0040526689628,49.9508103502103
824,83.2444094845734,73.7370559764645,90.0895312854551,82.2493857459772,83.7407422585594,53.3900173400493,70.9220214805552,75.8110594358649,46.5962885001177,33.2363142267047,46.6330987434125,54.8939376258251,68.5252393093989
825,70.9610016449589,60.9316730059717,80.9272822018781,70.9726988487132,70.4959585500028,41.9834136801967,57.1709636955264,60.6968724869782,31.3274398081365,17.6835791747639,31.0829240822396,39.4019212336381,67.4165584345344
826,65.7225870688193,55.4064511217651,77.7203467948047,66.4604709184067,64.5342393323417,36.5268856099586,50.9175404890312,52.6673476176023,23.7889293865616,9.56772606655581,22.9523459202142,31.2455132602033,67.4234630312693
827,86.4805584000269,76.602097693529,94.972427842258,86.0866456142031,86.2906583505896,48.0046785058121,73.0385686395765,73.0990250050547,46.8881336354064,32.4676697786454,45.5596339377575,53.3221719344319,60.9551609600302
828,91.51231402628,83.0472274300875,93.9333763225431,89.1325790974649,93.4499250945155,71.1687255822301,81.7673949204305,92.6555357295242,60.9668855174005,49.2153932122007,62.4645459927029,71.0180952769816,81.8674438474225
829,94.4158432439342,84.9696904082295,100.55177417291,93.2604568125219,94.9937157639232,59.2508571226416,82.1739987786742,84.848812162491,57.4176922165868,43.5162462270917,56.806918664632,64.7815249188737,66.265908622891
830,99.6873137298967,92.3381169843984,98.1378139259835,96.177603821995,102.81289225096,88.0351374783198,92.3637050079365,108.191987034885,74.8410195777214,64.4887360259149,77.394202183332,86.0685019031792,97.0574878761683
831,75.4741026078921,67.1289920323033,78.3173507782116,73.0859292801211,77.563119778741,65.3492007684584,66.1837321356226,81.6158556820362,47.5588398854511,38.0392528969591,50.5011970892052,59.2010675634529,85.3353494401418
832,62.8274057906046,54.4617538657078,66.6801694728361,60.6024487335159,64.9034391353322,61.8474849694159,53.6977245648382,73.0121246499037,37.3792936747471,30.9019766694734,41.7640800768355,50.3270454868381,88.6630194199458
833,36.3397083232911,25.7369234547308,53.6043290232613,38.9861493765795,33.7711192606958,48.3735005991013,19.9308453093195,39.8818740904844,9.44500740106325,23.499535479991,17.2537329206056,20.5685922254211,91.2305825740445
834,68.5479781766031,61.1072174343244,69.0450470198616,65.3568699079997,71.5798136851426,71.2521566656512,61.3862620303184,83.1588327519788,47.3378165477069,40.9693926384792,51.9283701304949,60.4716987446293,95.0209059280188
835,82.5433261105501,75.0895925536813,82.1234323957504,79.2329472169251,85.5659706218675,77.1233704386648,75.1572174332261,93.5260179525852,58.8985717572919,50.0572117441899,62.3206779200887,71.0145527363824,94.0233513156409
836,64.8165849107591,56.8178295034133,67.3257813349613,62.191031708792,67.2915824556882,65.4652013831896,56.4940470260613,76.8981541591943,41.1691223484708,34.7718438038024,45.6598755221186,54.2115695114341,91.093763788639
837,68.7107909423798,60.3608353282972,72.0342077159273,66.3965994304639,70.7994609069077,63.2360709854165,59.5100024119688,76.915864844392,41.9807822498962,33.8666167715281,45.6400259623496,54.3082137362687,86.9496145148077
838,98.6475851102699,92.5107304346872,93.675188887492,94.1932303461739,102.826461490914,98.4260089248159,93.8080994902561,115.324884793079,80.2521809755977,71.941988589023,84.0706393283759,92.7485862058727,110.694812717833
839,84.9953165297644,77.3659053974245,84.9792807302866,81.8249207521535,87.8457889232059,76.7003776659582,77.2023067801888,94.1988975721018,60.045089917312,50.5727054262449,63.1031228560261,71.8029175953974,92.1671010513152
840,86.1790781867822,80.53865512532,80.4870439686544,81.4547287426799,90.7249605151409,94.2967945095856,82.4163985815232,107.583677357564,71.5873024336684,65.2245295659389,76.367565844561,84.897348146379,112.143435815965
841,59.3857862644751,50.2623694482104,66.1524177550814,58.0925585710444,60.5204642816645,54.4038824187539,48.4451458848303,64.9408044700833,29.6163897518135,22.8675649873592,33.6701861105573,42.2650480289947,83.8838622385264
842,51.3861340155657,41.9316244271017,60.1510198293339,50.6753274927777,52.063826052185,52.2083403339474,39.7382842002083,58.2801836296643,22.0526433844879,19.3599862824871,27.4529906183685,35.6788523297555,86.1218890300287
843,69.699422308259,61.2947450407755,73.131987362121,67.4326429120223,71.724458955168,62.9592072874346,60.3537909492263,77.1514278995085,42.4189907864389,33.9498335493847,45.8963035553331,54.5784780676626,86.1539464993234
844,38.7695736975593,28.2816360601663,57.4601151802252,42.1867912372779,35.1739561570304,44.7760115979418,21.3982047704658,34.7390494266416,8.22446754314981,23.2212349187264,14.1989129618293,15.900569590226,88.6844865142273
847,46.2522193879422,36.5381069123731,56.5904991790053,46.0382189240476,46.5343454853889,51.5218672193389,33.9973948259629,54.1925506506302,17.6728979474296,19.0136890223212,24.2196636368521,31.8966704803844,88.0467848064841
848,37.4710442927903,26.8867428667934,55.2690671739944,40.4075293617424,34.5055500872303,46.7390023329157,20.6336159074898,37.8931658056281,8.36353767435572,22.9744555947644,15.7165952363622,18.6088354906917,89.9682623418715
849,38.0584519687685,27.5196903128731,56.3831573255939,41.2748779612945,34.7325933493587,45.7296066177663,20.8929574023447,36.1652350069026,8.24608491754938,23.1654176389285,14.9149623868299,17.1585515808562,89.351088110795
37,69.419979727018,61.9257212494054,92.9708640048732,75.8811539406011,61.9072462656463,40.5134014614986,53.7142910333383,9.1857251886093,45.6598562627191,52.7147088773303,40.4489859672776,31.8692409836235,83.1871293554251
39,65.4581836960749,58.0071000572024,89.0271848291043,71.9332790008718,57.9444163507773,41.1539675484854,49.8130403652179,7.14147221497409,42.8199518479864,50.7243279612435,38.0952377311599,29.4200219653082,84.9217436949096
41,64.2260383337449,54.1391074779944,84.1063864200119,68.4561756799154,59.1562892873174,19.5286389216171,46.3662056865388,21.563281257015,23.341481887219,24.1991180736817,15.2258537716389,11.0923400282225,65.7588867507679
46,79.7831414385247,71.8387385622378,103.041151237444,86.0207183401591,72.4614887412592,36.9217273472673,63.5387645990238,16.8455406044572,51.702474901809,56.0664768438635,45.2219074282775,37.2868624051344,75.8166270558932
47,64.18914192968,55.1958170374098,86.3575673395274,69.6890031981227,57.7097648224331,28.377481114947,46.887363883704,7.26958682113841,32.1139041963765,37.5208159382895,25.8390593582464,17.7087023943656,73.9703873795311
49,84.0016758489633,76.2930495329468,107.434824795048,90.373088682073,76.5389251732224,40.4741731818728,68.0238915524547,21.5827554539733,56.7437386444751,60.9760929539741,50.2488145212689,42.3297568788417,77.2167979733939
50,70.4774249793739,59.8789363559703,86.5584491930664,72.9511434653921,67.2991844429871,19.7018708975455,53.489951722866,40.0918281593017,24.7220635717313,13.8133226883466,18.264610015665,23.0223682781664,57.1956892135818
52,79.7225499656329,69.1251355976201,95.6361634381861,82.1785788194717,76.467234977761,16.1078018205867,62.6828833889609,44.8291195551163,33.969061040401,22.2508269235555,27.2808540106555,30.9683928457376,48.0032021829767
54,93.8559820948425,85.3495942843523,96.3246202401046,91.5076611524844,95.7424055595721,71.9471905725779,83.9938971742763,94.1421865613667,62.8628403665224,50.8462483902603,64.1506437209419,72.6608459976412,81.2246339701308
55,62.5409529302883,52.7571900923811,83.2949480405336,67.225139198468,56.9797507335716,22.9314787524258,44.7281090621914,16.6228462345196,24.6427122580841,28.028681339461,17.2855065413254,10.6272642200176,69.3829120219274
57,54.5982148707967,44.3280303221175,73.9430531319079,58.5024071969427,50.0286684646235,28.6024415887665,36.8076230666932,24.9742941626195,13.4491839118659,19.0363895533016,6.38401045621928,3.02476849435358,73.7504559520297
59,70.1166629781714,59.5582418685336,84.3257082413545,71.7898049144231,67.8319560193991,26.8374818077787,53.968142586634,46.862748834939,25.1045779298088,10.8258264666185,20.88205133734,27.6508660798404,59.4797137931885
61,53.9983028394159,44.3473520573472,75.1207452334796,58.8534370351563,48.3431619255119,31.1234392529136,36.2334406664423,16.9305296253317,19.6859161485981,27.6436439035574,14.6062943099054,5.90681538739706,77.4676959728813
62,53.2344994716882,43.350784082663,73.8388471578415,57.7969556602483,47.927474035487,30.8305742545211,35.3878516943727,19.7764307965049,16.9673530704849,24.8566196425592,11.7401063759228,3.05322700988859,76.9124662866304
65,97.598408235322,90.0434499369058,96.7649040382315,94.2816537805251,100.523197734564,84.6435294713093,89.8503786474091,104.935939989374,71.7946035099621,61.2449112599438,74.2049332808916,82.8688291109198,94.1196729181795
66,72.6487929395402,63.434647053092,94.4665036835954,77.9560161883172,66.3232982353886,22.5280020143672,55.1734561763671,13.569059864651,37.5107347275633,39.8280960165201,30.1071653571354,23.2787986451668,66.533309671235
67,72.4503127824532,63.7141244892001,94.9358628677838,78.1605580995769,65.6964233704262,28.1111474060798,55.3832718918066,10.1470453156411,40.566479272768,44.4242782892133,33.7559505869143,26.1144268085005,71.149948480944
69,38.3170386553479,27.8703231916034,57.2829590764769,41.8737351427494,34.5698537843691,45.0941984944262,20.8411051408293,34.2812241558772,9.06155760078901,24.0526187245524,14.7219210667748,15.9340627426408,89.1938780568787
70,55.6389324723577,45.5293153384613,75.5624016764846,59.8489550229608,50.7015183078585,27.7922272952655,37.7841669195325,22.0708971005239,16.1318938947381,21.7728396460292,9.3433497207443,2.48504854157136,73.5466346474425
71,59.7966699993638,49.4998612171807,78.9256253942059,63.6238520583527,55.2363188486538,23.4060089194124,42.0169845645673,25.1554365911409,17.3765598416751,18.8857470723728,9.14012524629663,7.36416849330988,68.6115815060103
