754,1
755,1
756,1
760,1
762,1
763,1
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
775,1
777,1
778,1
779,1
823,1
780,2
781,2
782,2
783,2
784,2
785,2
787,2
788,2
789,2
790,2
791,2
792,2
793,2
794,2
795,2
796,2
797,2
798,2
799,2
800,2
802,3
803,3
804,3
805,3
806,3
807,3
808,3
809,3
810,3
811,3
812,3
813,3
814,3
815,3
816,3
817,3
818,3
819,3
820,3
821,3
824,4
825,4
826,4
827,4
828,4
829,4
830,4
831,4
832,4
833,4
834,4
835,4
836,4
837,4
838,4
839,4
840,4
841,4
842,4
843,4
844,5
847,5
848,6
849,6
37,3
39,1
41,3
46,3
47,1
49,3
50,1
52,1
54,1
55,1
57,1
59,4
61,1
62,1
65,1
66,1
67,1
69,2
70,3
71,1
